week_start,elec_price,nat_gas_price,wind_speed,sunshine_duration
2022-08-29,492.44,207.09,3.647474135581453,75.12963358998259
2022-09-05,403.17,187.795,3.2719694416739085,63.69183720142526
2022-09-12,281.93,185.495,4.703304503847605,48.72607759933307
2022-09-19,341.27,188.8,2.8460886229523563,60.29622159225395
2022-09-26,267.5,156.205,4.010723444342911,39.326336175020934
2022-10-03,159.37,141.995,4.283356076688774,60.39788387770731
2022-10-10,210.73,113.575,3.4130199064534628,45.39656741456636
2022-10-17,149.07,112.244,3.522820824258916,44.01823409683603
2022-10-24,107.94,114.785,3.6582399617603945,51.72895858352509
2022-10-31,107.28,97.855,4.4557513283690655,39.43642156023688
2022-11-07,123.96,115.51,4.468031708182839,42.73196436525107
2022-11-14,165.95,124.37,4.4638402507551085,28.57668501272043
2022-11-21,216.7,135.56,3.850901738854189,30.86964409156066
2022-11-28,334.42,139.115,3.5378132726826412,4.436195281397138
2022-12-05,361.79,115.45,2.9841877115633397,12.239158832598148
2022-12-12,369.9,82.975,3.0080630545336238,30.096516966510826
2022-12-19,169.82,76.315,4.2488191402878215,14.499113627761659
2022-12-26,31.5,69.535,6.394433551328643,26.448923769656638
2023-01-02,101.63,64.81,5.217734668396814,21.940941518849943
2023-01-09,73.21,66.9,6.5002511867954045,19.275777242533778
2023-01-16,147.21,55.425,4.330527228941384,24.82733339280247
2023-01-23,170.27,57.89,3.0933383147377684,9.50394558804994
2023-01-30,114.39,53.945,6.258991318581548,19.80926116031291
2023-02-06,142.72,49.045,3.527631552147671,41.296683288643685
2023-02-13,126.87,51.015,4.057846967802246,37.58260410367822
2023-02-20,113.72,44.98,4.865603348084595,38.246524071247244
2023-02-27,136.23,52.855,3.351914870571457,47.68886456327955
2023-03-06,119.05,42.855,4.368458463975832,28.072685413258462
2023-03-13,93.66,41.095,4.761341323595,53.07886332821892
2023-03-20,76.25,47.845,5.003044852065827,37.47959460367518
2023-03-27,89.16,43.125,4.910784736024482,40.6003029913098
2023-04-03,120.39,41.15,2.917986469364853,58.6192428389859
2023-04-10,94.54,40.165,4.180893993999946,39.449958786199346
2023-04-17,98.78,38.54,4.360253953515569,59.10814586863351
2023-04-24,100.48,36.575,4.008786649966926,62.17199868985481
2023-05-01,93.07,32.765,3.578748439795482,70.18442418330851
2023-05-08,95.13,30.175,3.393065684879992,59.34217437529281
2023-05-15,74.43,24.52,4.07508812984826,74.36420193656151
2023-05-22,73.32,23.69,3.5140343567777874,82.82543522279374
2023-05-29,63.07,32.05,3.52148762814967,98.82097745369784
2023-06-05,79.56,35.01,3.2188631723448853,96.39221988080318
2023-06-12,104.97,32.507,3.111511890911952,98.40442679750498
2023-06-19,107.29,37.103,3.037657626032442,85.08388872728086
2023-06-26,78.94,33.478,4.217308982009843,73.47027382064837
2023-07-03,84.26,25.957,4.1237929339536805,95.2579192382307
2023-07-10,78.57,28.164,3.9869118203115326,91.28365347111826
2023-07-17,84.9,25.841,3.694881657960001,80.96696753384337
2023-07-24,84.03,28.853,4.0242497743945735,61.62727588058577
2023-07-31,72.99,35.3,4.360378346038988,54.92113556644191
2023-08-07,66.83,36.41,4.241598220429894,73.59194513873584
2023-08-14,100.43,34.775,2.7836620209968546,80.32805390508106
2023-08-21,121.78,35.617,2.6061545631162453,70.51077027366556
2023-08-28,106.74,34.51,2.778918088796804,57.28642059907862
2023-09-04,100.52,36.485,2.5751181261965823,83.45753615469447
2023-09-11,115.1,39.791,2.652133217772076,72.06295284237126
2023-09-18,79.66,41.859,4.607403219245697,58.37196568250323
2023-09-25,106.06,38.231,3.1399226946991012,63.945389534509864
2023-10-02,74.2,53.982,4.684413093297139,50.30860545663299
2023-10-09,77.92,51.112,4.912335810365468,46.34196330635112
2023-10-16,94.45,50.53,4.58125694844109,39.8065925751551
2023-10-23,101.45,48.057,3.8947233230781544,29.313509444322005
2023-10-30,61.69,46.63,5.424517816598633,26.694048909061227
2023-11-06,92.51,45.064,5.0146549203371,37.34773979987579
2023-11-13,90.2,46.655,5.0230040439245265,24.205841371977925
2023-11-20,96.5,43.496,5.051073418745843,24.856388079897908
2023-11-27,131.82,38.6,3.3341063935370983,16.85065219723816
2023-12-04,101.47,33.19,4.3080654386222745,14.026655228001387
2023-12-11,85.7,34.174,4.262373478966156,19.772232002613073
2023-12-18,41.65,32.35,7.007065828513975,10.840718704702056
2023-12-25,20.69,34.55,6.387353647861669,26.787621033678484
2024-01-01,66.61,31.99,5.511845198278668,14.551804822121484
2024-01-08,98.55,28.429,4.09106147279382,29.489298562137712
2024-01-15,83.2,28.079,5.0812148452392885,27.115801709651503
2024-01-22,57.16,29.305,6.480973218345043,31.009336356722347
2024-01-29,59.92,27.115,5.558793331301788,27.18319225354879
2024-02-05,64.8,24.82,5.2999727507497125,20.022612607957754
2024-02-12,66.65,22.934,4.13516319626426,35.13255429558794
2024-02-19,57.0,25.809,5.208056194637389,32.823878783836996
2024-02-26,67.26,26.39,3.5281846587525387,42.2743757173898
2024-03-04,64.51,27.026,4.031124791441298,43.54157510175665
2024-03-11,66.53,27.776,3.8740441796154728,47.68542290099763
2024-03-18,66.79,27.34,3.956366927529787,47.49613386377306
2024-03-25,60.72,26.605,3.7801457570972743,57.55767600157813
2024-04-01,45.46,30.732,4.680805802341979,46.71331135895357
2024-04-08,51.87,30.758,4.337864602209412,65.81149289751654
2024-04-15,70.93,28.885,4.380765686861826,48.88035112743381
2024-04-22,77.55,30.53,3.352471110830296,66.77400586456388
2024-04-29,56.87,30.03,3.714965725046489,74.89380207089148
2024-05-06,67.33,30.769,2.655033319355837,73.28416404319105
2024-05-13,49.13,34.115,4.17485755217475,80.22419687784378
2024-05-20,79.56,34.223,3.0834128631295683,73.64107440936085
2024-05-27,77.95,33.109,3.53304788368473,54.479490132768724
2024-06-03,78.4,35.36,3.6647650632705724,79.96728817732264
2024-06-10,63.96,33.936,4.249234273893914,69.67010820290643
2024-06-17,81.15,34.48,3.025685076213329,75.59815746521815
2024-06-24,77.12,33.065,3.0203232745722524,92.36287114105978
2024-07-01,51.33,31.72,4.611057203018589,62.92241019947161
2024-07-08,68.58,32.17,3.3677349882375145,82.53958745167917
2024-07-15,71.05,32.475,2.9604771277598765,90.38256910465275
2024-07-22,76.24,36.65,3.196946319938417,77.13849971558793
2024-07-29,79.19,40.395,2.4751305332686324,80.10163311701693
2024-08-05,75.83,39.645,3.1724671118404433,79.03454970287493
2024-08-12,96.41,36.865,2.7266959219525897,73.91674605428463
2024-08-19,60.97,39.825,4.312259647072466,73.1910772017472
2024-08-26,92.38,36.48,3.160521279511927,79.6644243700659
2024-09-02,98.32,35.648,3.228770394995415,73.81807234618852
2024-09-09,79.83,34.444,4.273440604895288,45.18605042675641
2024-09-16,80.26,38.114,3.780677744404897,65.34149257810107
2024-09-23,63.64,40.98,4.666953646841318,49.66013452723448
2024-09-30,72.38,39.879,3.9821026150999734,38.83625572609777
2024-10-07,68.22,39.204,4.677175735981902,42.8132473395974
2024-10-14,75.78,43.513,3.691950088368257,42.166273674612285
2024-10-21,100.58,39.175,3.23298941955192,45.12410573192442
2024-10-28,108.32,42.409,3.417116441833045,32.284747268366196
2024-11-04,146.2,46.551,2.3508912959572332,25.412840490236146
2024-11-11,120.29,47.018,3.785109198127969,21.849452369150807
2024-11-18,94.03,47.811,5.173927896917894,26.691487977982774
2024-11-25,101.84,46.48,4.553723191021227,35.41664545939435
2024-12-02,114.12,41.215,4.306006710375613,16.98831460144956
2024-12-09,176.85,44.13,3.809522774129478,7.964967158190582
2024-12-16,51.92,47.731,6.208530932421977,17.497485781972095
2024-12-23,103.25,49.622,2.980258970893907,26.27672324188318
2024-12-30,73.87,45.008,5.500823354336205,19.9861367398923
2025-01-06,90.56,46.887,5.119263175327449,26.069350184535498
2025-01-13,147.93,49.702,2.6987838793223378,32.08710130963556
2025-01-20,134.98,53.237,3.794987870581072,27.180884225867622
2025-01-27,117.12,55.723,3.7398999075209067,29.148649767900377
2025-02-03,135.31,50.685,3.390203799354314,35.55177055224167
2025-02-10,144.82,47.195,3.49330947805726,22.9416388648085
2025-02-17,106.26,44.32,3.4378574499434587,53.42448378055915
2025-02-24,119.44,39.971,3.090394139890473,36.20960262194358
2025-03-03,93.5,42.29,2.825241533689134,70.83114248381185
2025-03-10,110.62,42.605,2.6698482287202423,37.89865321713218
2025-03-17,77.91,40.587,3.351948247812574,69.6415491393771
2025-03-24,91.86,36.401,3.2774409938058824,51.498609561032175
2025-03-31,74.39,33.463,3.5017371529507657,74.41565043707345
2025-04-07,77.31,35.657,3.1252663870774935,77.47392359008698
2025-04-14,82.62,32.432,3.0925017115401854,56.66261868111888
2025-04-21,82.61,33.078,2.570329276981457,70.32871673588417
2025-04-28,60.04,34.618,2.6944532911902326,82.58829567456094
2025-05-05,76.18,35.156,3.0512298385079166,73.92701007104598
2025-05-12,68.61,36.45,3.717133464029792,90.5902862346268
2025-05-19,69.09,34.228,4.017957095038015,71.9648891506656
2025-05-26,61.93,36.251,3.8511886948282146,70.76259748564904
2025-06-02,64.71,37.894,3.989687660840137,74.84278579057377
2025-06-09,53.8,40.929,3.901429232694312,91.7711659524652
2025-06-16,71.82,33.087,3.0296293085534622,99.75497441811791
2025-06-23,63.61,33.621,4.657793833039623,87.34856425869016
2025-06-30,91.16,35.561,3.3158527237575117,90.03628138329746
2025-07-07,86.55,33.595,3.5433659897882515,80.85266748686966
2025-07-14,88.6,32.499,2.8110773804536517,83.48911796356437
2025-07-21,89.63,33.972,3.0934856435675617,62.04249922409819
2025-07-28,76.44,32.446,4.039289696596757,63.37103954447577
2025-08-04,59.66,31.031,3.587871697571192,78.68455223467477
2025-08-11,81.85,33.573,2.762543137778543,86.01323110775434
2025-08-18,80.32,31.622,3.1965359780561804,77.26947388841776
2025-08-25,90.19,31.969,2.773513966148296,67.76299936394405
2025-09-01,84.9,32.662,3.316425105179516,66.98788266540636
2025-09-08,92.99,32.308,3.4659820198509226,57.180075703735234
2025-09-15,50.97,32.697,5.059145305199648,63.84685135460176
2025-09-22,90.93,31.438,3.8997706545961783,41.614550660984705
2025-09-29,79.17,32.17,4.131086840281954,55.80496792292075
2025-10-06,103.27,31.816,3.838479086833218,26.780746753544996
2025-10-13,116.63,32.016,3.061368478659071,42.43672479877075
